ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,impressions,clicks,spent,Total_Conversion,Approved_Conversion,CTR,CPC,CPM,Conversion_rate,Approved_Conversion_Rate,CPA,Cost_Per_Approved,Conversions_per_1000
737896,936,109689,30-34,F,16,17553,3,4.590000153,1,0,0.017091095539224065,1.530000051,0.2614937704665869,33.33333333333333,0.0,4.590000153,0.0,0.05697031846408021
737931,936,109698,30-34,F,20,3343,1,0.540000021,1,0,0.029913251570445706,0.540000021,0.16153156476218963,100.0,0.0,0.540000021,0.0,0.2991325157044571
737961,936,109706,30-34,F,23,523,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9120458891013383
737995,936,109714,30-34,F,26,1873,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5339028296849972
738006,936,109717,30-34,F,27,34740,7,13.41000009,1,1,0.020149683362118594,1.9157142985714286,0.38601036528497407,14.285714285714285,100.0,13.41000009,13.41000009,0.028785261945883708
738067,936,109731,30-34,F,32,658,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5197568389057752
738098,936,109738,30-34,F,64,1539,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.649772579597141
738307,936,109788,35-39,F,31,3010,1,0.860000014,1,1,0.03322259136212625,0.860000014,0.2857142903654485,100.0,100.0,0.860000014,0.860000014,0.33222591362126247
738389,936,109808,40-44,F,10,27081,9,10.77000046,1,1,0.03323363243602526,1.1966667177777779,0.3976958184705144,11.11111111111111,100.0,10.77000046,10.77000046,0.03692625826225029
738408,936,109813,40-44,F,16,20233,4,5.590000153,3,0,0.019769683190826868,1.39750003825,0.2762813301537093,75.0,0.0,1.8633333843333333,0.0,0.1482726239312015
738413,936,109813,40-44,F,16,147159,36,58.16000044,3,1,0.024463335575805763,1.6155555677777778,0.3952187799590919,8.333333333333332,33.33333333333333,19.38666681333333,58.16000044,0.020386112979838136
738423,936,109816,40-44,F,18,21664,7,10.61999977,1,1,0.03231166912850812,1.5171428242857143,0.49021416959010333,14.285714285714285,100.0,10.61999977,10.61999977,0.04615952732644018
738436,936,109820,40-44,F,19,9112,4,5.460000038,1,1,0.043898156277436345,1.3650000095,0.599209837357331,25.0,100.0,5.460000038,5.460000038,0.10974539069359086
738463,936,109826,40-44,F,21,542,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8450184501845017
738528,936,109839,40-44,F,30,402,0,0.0,1,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2.487562189054726
738560,936,109844,40-44,F,64,1338,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7473841554559043
738582,936,109848,45-49,F,10,46150,15,20.17999983,1,1,0.03250270855904659,1.3453333219999999,0.43726976879739976,6.666666666666667,100.0,20.17999983,20.17999983,0.021668472372697724
738592,936,109850,45-49,F,16,493821,116,176.3799977,4,1,0.02349029304140569,1.520517221551724,0.3571739510875398,3.4482758620689653,25.0,44.094999425,176.3799977,0.008100101048760583
738593,936,109850,45-49,F,16,92011,27,34.39000046,2,1,0.029344317527252174,1.273703720740741,0.37375966417058837,7.4074074074074066,50.0,17.19500023,34.39000046,0.02173653150166828
738598,936,109851,45-49,F,18,12956,4,5.49000001,1,1,0.030873726458783574,1.3725000025,0.42374189641864773,25.0,100.0,5.49000001,5.49000001,0.07718431614695893
738606,936,109852,45-49,F,19,529,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.890359168241966
738637,936,109857,45-49,F,24,944,1,1.419999957,1,0,0.1059322033898305,1.419999957,1.5042372425847457,100.0,0.0,1.419999957,0.0,1.0593220338983051
738648,936,109859,45-49,F,26,111090,38,51.97000027,5,1,0.03420649923485462,1.3676315860526316,0.46781888801872357,13.157894736842104,20.0,10.394000054,51.97000027,0.04500855162480871
747212,936,110836,30-34,M,10,7208,2,3.190000057,1,0,0.02774694783573807,1.5950000285,0.4425638258879024,50.0,0.0,3.190000057,0.0,0.13873473917869034
747213,936,110836,30-34,M,10,1746,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5727376861397481
747220,936,110837,30-34,M,15,2474,0,0.0,2,2,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.8084074373484236
747222,936,110838,30-34,M,16,12489,2,1.960000038,1,0,0.016014092401313153,0.980000019,0.15693810857554646,50.0,0.0,1.960000038,0.0,0.08007046200656577
747223,936,110838,30-34,M,16,8032,1,0.600000024,2,0,0.01245019920318725,0.600000024,0.07470119820717132,200.0,0.0,0.300000012,0.0,0.24900398406374502
747248,936,110842,30-34,M,21,472,0,0.0,1,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2.1186440677966103
747332,936,110856,30-34,M,64,792,0,0.0,1,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.2626262626262628
747362,936,110861,35-39,M,15,4607,1,1.149999976,1,1,0.021706099413935316,1.149999976,0.24962013805079225,100.0,100.0,1.149999976,1.149999976,0.21706099413935315
747369,936,110862,35-39,M,16,13355,2,3.180000067,1,1,0.014975664545114188,1.5900000335,0.23811307128416323,50.0,100.0,3.180000067,3.180000067,0.07487832272557095
747370,936,110862,35-39,M,16,2936,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3405994550408719
747401,936,110867,35-39,M,22,2793,1,0.980000019,1,1,0.03580379520229145,0.980000019,0.35087719978517723,100.0,100.0,0.980000019,0.980000019,0.35803795202291444
747435,936,110873,35-39,M,28,1032,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9689922480620154
747439,936,110874,35-39,M,29,1662,0,0.0,1,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.601684717208183
747489,936,110882,40-44,M,2,4016,2,1.480000049,1,1,0.049800796812749,0.7400000245,0.36852590861553786,50.0,100.0,1.480000049,1.480000049,0.24900398406374502
747514,936,110886,40-44,M,16,14843,3,2.939999938,1,1,0.02021154753082261,0.9799999793333334,0.19807316162500843,33.33333333333333,100.0,2.939999938,2.939999938,0.06737182510274203
747645,936,110908,45-49,M,10,9674,3,4.600000024,1,1,0.03101095720487906,1.5333333413333332,0.47550134628902213,33.33333333333333,100.0,4.600000024,4.600000024,0.10336985734959685
747659,936,110910,45-49,M,16,12186,2,2.669999957,1,0,0.016412276382734285,1.3349999785,0.2191038861808633,50.0,0.0,2.669999957,0.0,0.08206138191367142
747675,936,110913,45-49,M,20,673,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4858841010401187
747678,936,110914,45-49,M,21,370,0,0.0,1,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2.7027027027027026
747712,936,110919,45-49,M,26,450,0,0.0,1,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,2.2222222222222223
747790,936,110932,30-34,F,10,2077,0,0.0,1,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.48146364949446313
747791,936,110932,30-34,F,10,31393,8,10.96000051,1,1,0.025483388016436785,1.37000006375,0.3491224320708438,12.5,100.0,10.96000051,10.96000051,0.03185423502054598
747795,936,110933,30-34,F,15,8410,2,2.359999895,1,1,0.023781212841854936,1.1799999475,0.28061829904875146,50.0,100.0,2.359999895,2.359999895,0.11890606420927467
747798,936,110934,30-34,F,16,25884,5,7.350000143,1,0,0.019316952557564517,1.4700000286,0.28395920812084685,20.0,0.0,7.350000143,0.0,0.03863390511512904
747824,936,110938,30-34,F,21,608,0,0.0,1,1,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.644736842105263
747828,936,110939,30-34,F,22,28488,10,9.340000033,1,0,0.035102499297950014,0.9340000033000001,0.32785734460123567,10.0,0.0,9.340000033,0.0,0.035102499297950014
